,iter,weights
10,11,"{'number_adjacent_facts_other_value': 0.001, 'number_other_facts_same_value': 2.083333333333333, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.501, 'adjacent_row_used': 1.5, 'adjacent_block_used': 3.5, 'other_col_cons': 4.5625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.501, 'number_adjacent_row_facts': 0.876, 'number_adjacent_col_facts': 1.4416666666666669, 'number_adjacent_block_facts': 0.001}"
11,12,"{'number_adjacent_facts_other_value': 0.001, 'number_other_facts_same_value': 2.083333333333333, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.501, 'adjacent_row_used': 1.5, 'adjacent_block_used': 3.5, 'other_col_cons': 4.5625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.501, 'number_adjacent_row_facts': 0.876, 'number_adjacent_col_facts': 1.4416666666666669, 'number_adjacent_block_facts': 0.001}"
12,13,"{'number_adjacent_facts_other_value': 0.001, 'number_other_facts_same_value': 2.083333333333333, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.001, 'adjacent_row_used': 2.0, 'adjacent_block_used': 3.5, 'other_col_cons': 5.0625, 'other_row_cons': 3.979166666666666, 'other_block_cons': 1.501, 'number_adjacent_row_facts': 1.376, 'number_adjacent_col_facts': 0.9416666666666669, 'number_adjacent_block_facts': 0.001}"
13,14,"{'number_adjacent_facts_other_value': 0.251, 'number_other_facts_same_value': 2.083333333333333, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.001, 'adjacent_row_used': 2.0, 'adjacent_block_used': 3.5, 'other_col_cons': 5.0625, 'other_row_cons': 3.979166666666666, 'other_block_cons': 1.501, 'number_adjacent_row_facts': 1.376, 'number_adjacent_col_facts': 0.9416666666666669, 'number_adjacent_block_facts': 0.251}"
14,15,"{'number_adjacent_facts_other_value': 0.626, 'number_other_facts_same_value': 1.9166666666666663, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.001, 'adjacent_row_used': 2.0, 'adjacent_block_used': 3.5, 'other_col_cons': 5.0625, 'other_row_cons': 3.979166666666666, 'other_block_cons': 1.251, 'number_adjacent_row_facts': 1.376, 'number_adjacent_col_facts': 1.3166666666666669, 'number_adjacent_block_facts': 0.251}"
15,16,"{'number_adjacent_facts_other_value': 0.526, 'number_other_facts_same_value': 1.9166666666666663, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.001, 'adjacent_row_used': 2.0, 'adjacent_block_used': 3.5, 'other_col_cons': 5.0625, 'other_row_cons': 3.979166666666666, 'other_block_cons': 1.251, 'number_adjacent_row_facts': 1.376, 'number_adjacent_col_facts': 1.3166666666666669, 'number_adjacent_block_facts': 0.0010000000000000009}"
16,17,"{'number_adjacent_facts_other_value': 0.526, 'number_other_facts_same_value': 1.9166666666666663, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.001, 'adjacent_row_used': 1.5, 'adjacent_block_used': 3.0, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.001, 'number_adjacent_row_facts': 1.376, 'number_adjacent_col_facts': 1.3166666666666669, 'number_adjacent_block_facts': 0.0010000000000000009}"
17,18,"{'number_adjacent_facts_other_value': 0.526, 'number_other_facts_same_value': 1.9166666666666663, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.001, 'adjacent_row_used': 1.5, 'adjacent_block_used': 3.0, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.251, 'number_adjacent_row_facts': 1.376, 'number_adjacent_col_facts': 1.3166666666666669, 'number_adjacent_block_facts': 0.0010000000000000009}"
18,19,"{'number_adjacent_facts_other_value': 0.776, 'number_other_facts_same_value': 1.9166666666666663, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.001, 'adjacent_row_used': 1.5, 'adjacent_block_used': 3.0, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.251, 'number_adjacent_row_facts': 1.376, 'number_adjacent_col_facts': 1.3166666666666669, 'number_adjacent_block_facts': 0.251}"
19,20,"{'number_adjacent_facts_other_value': 0.6926666666666667, 'number_other_facts_same_value': 1.9166666666666663, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.001, 'adjacent_row_used': 1.5, 'adjacent_block_used': 3.0, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.251, 'number_adjacent_row_facts': 1.376, 'number_adjacent_col_facts': 1.3166666666666669, 'number_adjacent_block_facts': 0.08433333333333334}"
20,21,"{'number_adjacent_facts_other_value': 0.776, 'number_other_facts_same_value': 1.9166666666666663, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.001, 'adjacent_row_used': 1.5, 'adjacent_block_used': 3.0, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.251, 'number_adjacent_row_facts': 1.376, 'number_adjacent_col_facts': 1.3166666666666669, 'number_adjacent_block_facts': 0.251}"
21,22,"{'number_adjacent_facts_other_value': 0.8315555555555556, 'number_other_facts_same_value': 1.9166666666666663, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.001, 'adjacent_row_used': 1.5, 'adjacent_block_used': 3.0, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.251, 'number_adjacent_row_facts': 1.376, 'number_adjacent_col_facts': 1.3166666666666669, 'number_adjacent_block_facts': 0.41766666666666663}"
22,23,"{'number_adjacent_facts_other_value': 0.914888888888889, 'number_other_facts_same_value': 1.9166666666666663, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.001, 'adjacent_row_used': 1.5, 'adjacent_block_used': 3.0, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.251, 'number_adjacent_row_facts': 1.376, 'number_adjacent_col_facts': 1.3166666666666669, 'number_adjacent_block_facts': 0.5426666666666666}"
23,24,"{'number_adjacent_facts_other_value': 1.414888888888889, 'number_other_facts_same_value': 1.9166666666666663, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.001, 'adjacent_row_used': 1.5, 'adjacent_block_used': 3.0, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.251, 'number_adjacent_row_facts': 1.376, 'number_adjacent_col_facts': 1.3166666666666669, 'number_adjacent_block_facts': 1.0426666666666666}"
24,25,"{'number_adjacent_facts_other_value': 1.414888888888889, 'number_other_facts_same_value': 1.9166666666666663, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.001, 'adjacent_row_used': 1.5, 'adjacent_block_used': 3.0, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.751, 'number_adjacent_row_facts': 1.376, 'number_adjacent_col_facts': 1.3166666666666669, 'number_adjacent_block_facts': 1.0426666666666666}"
25,26,"{'number_adjacent_facts_other_value': 1.4982222222222223, 'number_other_facts_same_value': 1.9166666666666663, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.001, 'adjacent_row_used': 1.5, 'adjacent_block_used': 3.0, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.751, 'number_adjacent_row_facts': 1.376, 'number_adjacent_col_facts': 1.3166666666666669, 'number_adjacent_block_facts': 1.2093333333333334}"
26,27,"{'number_adjacent_facts_other_value': 1.3315555555555556, 'number_other_facts_same_value': 1.9166666666666663, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.001, 'adjacent_row_used': 1.5, 'adjacent_block_used': 3.0, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.751, 'number_adjacent_row_facts': 1.2093333333333331, 'number_adjacent_col_facts': 1.3166666666666669, 'number_adjacent_block_facts': 1.2093333333333334}"
27,28,"{'number_adjacent_facts_other_value': 1.2482222222222223, 'number_other_facts_same_value': 1.9166666666666663, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.001, 'adjacent_row_used': 1.5, 'adjacent_block_used': 3.0, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.751, 'number_adjacent_row_facts': 1.126, 'number_adjacent_col_facts': 1.3166666666666669, 'number_adjacent_block_facts': 1.2093333333333334}"
28,29,"{'number_adjacent_facts_other_value': 1.164888888888889, 'number_other_facts_same_value': 1.9166666666666663, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.001, 'adjacent_row_used': 1.5, 'adjacent_block_used': 3.0, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.751, 'number_adjacent_row_facts': 1.0426666666666666, 'number_adjacent_col_facts': 1.3166666666666669, 'number_adjacent_block_facts': 1.2093333333333334}"
29,30,"{'number_adjacent_facts_other_value': 1.2482222222222223, 'number_other_facts_same_value': 1.9166666666666663, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.001, 'adjacent_row_used': 1.5, 'adjacent_block_used': 3.0, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.751, 'number_adjacent_row_facts': 1.2926666666666666, 'number_adjacent_col_facts': 1.3166666666666669, 'number_adjacent_block_facts': 1.2093333333333334}"
30,31,"{'number_adjacent_facts_other_value': 1.2482222222222223, 'number_other_facts_same_value': 1.9166666666666663, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.501, 'adjacent_row_used': 1.0, 'adjacent_block_used': 3.0, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.751, 'number_adjacent_row_facts': 0.7926666666666666, 'number_adjacent_col_facts': 1.8166666666666669, 'number_adjacent_block_facts': 1.2093333333333334}"
31,32,"{'number_adjacent_facts_other_value': 1.4982222222222223, 'number_other_facts_same_value': 1.9166666666666663, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.501, 'adjacent_row_used': 1.0, 'adjacent_block_used': 3.0, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.751, 'number_adjacent_row_facts': 1.0426666666666666, 'number_adjacent_col_facts': 1.8166666666666669, 'number_adjacent_block_facts': 1.2093333333333334}"
32,33,"{'number_adjacent_facts_other_value': 1.4982222222222223, 'number_other_facts_same_value': 1.9166666666666663, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.501, 'adjacent_row_used': 0.5, 'adjacent_block_used': 3.5, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.251, 'number_adjacent_row_facts': 1.0426666666666666, 'number_adjacent_col_facts': 1.8166666666666669, 'number_adjacent_block_facts': 1.2093333333333334}"
33,34,"{'number_adjacent_facts_other_value': 1.4982222222222223, 'number_other_facts_same_value': 1.9166666666666663, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.501, 'adjacent_row_used': 0.5, 'adjacent_block_used': 3.5, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.0843333333333331, 'number_adjacent_row_facts': 1.0426666666666666, 'number_adjacent_col_facts': 1.8166666666666669, 'number_adjacent_block_facts': 1.2093333333333334}"
34,35,"{'number_adjacent_facts_other_value': 1.4982222222222223, 'number_other_facts_same_value': 1.9166666666666663, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.501, 'adjacent_row_used': 0.5, 'adjacent_block_used': 3.5, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 0.9176666666666665, 'number_adjacent_row_facts': 1.0426666666666666, 'number_adjacent_col_facts': 1.8166666666666669, 'number_adjacent_block_facts': 1.2093333333333334}"
35,36,"{'number_adjacent_facts_other_value': 1.1982222222222223, 'number_other_facts_same_value': 2.166666666666666, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.501, 'adjacent_row_used': 0.5, 'adjacent_block_used': 3.5, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.1676666666666664, 'number_adjacent_row_facts': 0.7426666666666666, 'number_adjacent_col_facts': 1.8166666666666669, 'number_adjacent_block_facts': 1.2093333333333334}"
36,37,"{'number_adjacent_facts_other_value': 1.1982222222222223, 'number_other_facts_same_value': 2.166666666666666, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.501, 'adjacent_row_used': 0.5, 'adjacent_block_used': 3.5, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.6676666666666664, 'number_adjacent_row_facts': 0.7426666666666666, 'number_adjacent_col_facts': 1.8166666666666669, 'number_adjacent_block_facts': 1.2093333333333334}"
37,38,"{'number_adjacent_facts_other_value': 1.2537777777777779, 'number_other_facts_same_value': 2.166666666666666, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.501, 'adjacent_row_used': 0.5, 'adjacent_block_used': 3.5, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.6676666666666664, 'number_adjacent_row_facts': 0.7426666666666666, 'number_adjacent_col_facts': 1.8166666666666669, 'number_adjacent_block_facts': 1.3760000000000001}"
38,39,"{'number_adjacent_facts_other_value': 1.1982222222222223, 'number_other_facts_same_value': 2.166666666666666, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.501, 'adjacent_row_used': 0.5, 'adjacent_block_used': 3.5, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.6676666666666664, 'number_adjacent_row_facts': 0.7426666666666666, 'number_adjacent_col_facts': 1.8166666666666669, 'number_adjacent_block_facts': 1.2093333333333334}"
39,40,"{'number_adjacent_facts_other_value': 1.1426666666666667, 'number_other_facts_same_value': 2.166666666666666, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.501, 'adjacent_row_used': 0.5, 'adjacent_block_used': 3.5, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.6676666666666664, 'number_adjacent_row_facts': 0.7426666666666666, 'number_adjacent_col_facts': 1.8166666666666669, 'number_adjacent_block_facts': 1.0426666666666666}"
40,41,"{'number_adjacent_facts_other_value': 1.3926666666666667, 'number_other_facts_same_value': 2.166666666666666, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.501, 'adjacent_row_used': 0.5, 'adjacent_block_used': 3.5, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.6676666666666664, 'number_adjacent_row_facts': 1.2426666666666666, 'number_adjacent_col_facts': 1.8166666666666669, 'number_adjacent_block_facts': 1.0426666666666666}"
41,42,"{'number_adjacent_facts_other_value': 1.3926666666666667, 'number_other_facts_same_value': 2.166666666666666, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.501, 'adjacent_row_used': 1.0, 'adjacent_block_used': 3.5, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.6676666666666664, 'number_adjacent_row_facts': 1.2426666666666666, 'number_adjacent_col_facts': 1.8166666666666669, 'number_adjacent_block_facts': 1.0426666666666666}"
42,43,"{'number_adjacent_facts_other_value': 1.3926666666666667, 'number_other_facts_same_value': 2.166666666666666, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.501, 'adjacent_row_used': 1.0, 'adjacent_block_used': 3.5, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.8343333333333331, 'number_adjacent_row_facts': 1.2426666666666666, 'number_adjacent_col_facts': 1.8166666666666669, 'number_adjacent_block_facts': 1.0426666666666666}"
43,44,"{'number_adjacent_facts_other_value': 1.3926666666666667, 'number_other_facts_same_value': 2.166666666666666, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.501, 'adjacent_row_used': 1.0, 'adjacent_block_used': 3.5, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.6676666666666664, 'number_adjacent_row_facts': 1.2426666666666666, 'number_adjacent_col_facts': 1.8166666666666669, 'number_adjacent_block_facts': 1.0426666666666666}"
44,45,"{'number_adjacent_facts_other_value': 1.3926666666666667, 'number_other_facts_same_value': 2.166666666666666, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.501, 'adjacent_row_used': 1.0, 'adjacent_block_used': 3.5, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.5009999999999997, 'number_adjacent_row_facts': 1.2426666666666666, 'number_adjacent_col_facts': 1.8166666666666669, 'number_adjacent_block_facts': 1.0426666666666666}"
45,46,"{'number_adjacent_facts_other_value': 1.3926666666666667, 'number_other_facts_same_value': 2.166666666666666, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.501, 'adjacent_row_used': 1.0, 'adjacent_block_used': 3.5, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.334333333333333, 'number_adjacent_row_facts': 1.2426666666666666, 'number_adjacent_col_facts': 1.8166666666666669, 'number_adjacent_block_facts': 1.0426666666666666}"
46,47,"{'number_adjacent_facts_other_value': 1.3926666666666667, 'number_other_facts_same_value': 2.166666666666666, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 1.501, 'adjacent_row_used': 1.0, 'adjacent_block_used': 3.5, 'other_col_cons': 5.0625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.5009999999999997, 'number_adjacent_row_facts': 1.2426666666666666, 'number_adjacent_col_facts': 1.8166666666666669, 'number_adjacent_block_facts': 1.0426666666666666}"
47,48,"{'number_adjacent_facts_other_value': 0.8926666666666667, 'number_other_facts_same_value': 2.291666666666666, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 2.001, 'adjacent_row_used': 1.0, 'adjacent_block_used': 4.0, 'other_col_cons': 4.5625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.7509999999999997, 'number_adjacent_row_facts': 0.7426666666666666, 'number_adjacent_col_facts': 1.8166666666666669, 'number_adjacent_block_facts': 0.5426666666666666}"
48,49,"{'number_adjacent_facts_other_value': 0.8926666666666667, 'number_other_facts_same_value': 2.291666666666666, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 2.001, 'adjacent_row_used': 1.0, 'adjacent_block_used': 4.0, 'other_col_cons': 4.5625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.584333333333333, 'number_adjacent_row_facts': 0.7426666666666666, 'number_adjacent_col_facts': 1.8166666666666669, 'number_adjacent_block_facts': 0.5426666666666666}"
49,50,"{'number_adjacent_facts_other_value': 0.8926666666666667, 'number_other_facts_same_value': 2.291666666666666, 'number_other_facts_other_value': 3.08974358974359, 'adjacent_col_used': 2.001, 'adjacent_row_used': 1.0, 'adjacent_block_used': 4.0, 'other_col_cons': 4.5625, 'other_row_cons': 4.479166666666666, 'other_block_cons': 1.4176666666666662, 'number_adjacent_row_facts': 0.7426666666666666, 'number_adjacent_col_facts': 1.8166666666666669, 'number_adjacent_block_facts': 0.5426666666666666}"
